"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00207320","2006-09-17","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  239",",,0","  117",",,0",,,,,,,"  144",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-09-18","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  283",",,0","  111",",,0",,,,,,,"  200",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-09-19","41.8069","-83.583","198.7","SAMARIA, MI US","   94",",,0,0800","    0","P,,0","    0","P,,0","  217",",,0","   83",",,0",,,,,,,"   83",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-09-20","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  189",",,0","   78",",,0",,,,,,,"   89",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-09-21","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  167",",,0","   22",",,0",,,,,,,"   28",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-09-22","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  189",",,0","    0",",,0",,,,,,,"  117",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-09-23","41.8069","-83.583","198.7","SAMARIA, MI US","   81",",,0,0800","    0","P,,0","    0","P,,0","  200",",,0","  111",",,0",,,,,,,"  183",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-09-24","41.8069","-83.583","198.7","SAMARIA, MI US","   18",",,0,0800","    0","P,,0","    0","P,,0","  228",",,0","  150",",,0",,,,,,,"  156",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-09-25","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  194",",,0","   33",",,0",,,,,,,"   39",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-09-26","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  217",",,0","   44",",,0",,,,,,,"   44",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-09-27","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  211",",,0","   39",",,0",,,,,,,"  128",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-09-28","41.8069","-83.583","198.7","SAMARIA, MI US","   53",",,0,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00207320","2006-09-29","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  228",",,0","   22",",,0",,,,,,,"   22",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-09-30","41.8069","-83.583","198.7","SAMARIA, MI US","   56",",,0,0800","    0","P,,0",,,"  178",",,0","   83",",I,0",,,,,,,"    6",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-01","41.8069","-83.583","198.7","SAMARIA, MI US","   25",",,0,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00207320","2006-10-02","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  211",",,0","   44",",,0",,,,,,,"  100",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-03","41.8069","-83.583","198.7","SAMARIA, MI US","  104",",,0,0800","    0","P,,0",,,"  222",",,0","   78",",,0",,,,,,,"  139",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-04","41.8069","-83.583","198.7","SAMARIA, MI US",,,,,,,"  239",",,0","   61",",,0",,,,,,,"   61",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-05","41.8069","-83.583","198.7","SAMARIA, MI US",,,,,,,,,,,"    2",",,0","  109",",,0",,,,,,,,,,,,,,,,
"USC00207320","2006-10-06","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  156",",,0","   17",",,0",,,,,,,"   17",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-07","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  156",",,0","   11",",,0",,,,,,,"   17",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-08","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  183",",,0","   11",",,0",,,,,,,"   61",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-09","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  244",",,0","   61",",,0",,,,,,,"   67",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-10","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  256",",,0","   72",",,0",,,,,,,"   89",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-11","41.8069","-83.583","198.7","SAMARIA, MI US","   76",",,0,0800","    0","P,,0","    0","P,,0","  172",",,0","   83",",,0",,,,,,,"  139",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-12","41.8069","-83.583","198.7","SAMARIA, MI US","   53",",,0,0800","    0","P,,0","    0","P,,0","  206",",,0","   -6",",,0",,,,,,,"   -6",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-13","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   72",",,0","  -17",",,0",,,,,,,"    0",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-14","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  106",",,0",,,,,,,,,"   39",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-15","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  117",",,0","  -28",",,0",,,,,,,"  -17",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-16","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  133",",,0","  -17",",,0",,,,,,,"   67",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-17","41.8069","-83.583","198.7","SAMARIA, MI US","  335",",,0,0800","    0","P,,0","    0","P,,0","  139",",,0","   61",",,0",,,,,,,"  100",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-18","41.8069","-83.583","198.7","SAMARIA, MI US","   74",",,0,0800","    0","P,,0","    0","P,,0","  161",",,0","   89",",,0",,,,,,,"  111",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-19","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  183",",,0","  100",",,0",,,,,,,"  100",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-20","41.8069","-83.583","198.7","SAMARIA, MI US","   28",",,0,0800","    0","P,,0","    0","P,,0","  111",",,0","   44",",,0",,,,,,,"   44",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-21","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","P,,0","    0","P,,0","  100",",,0","   39",",,0",,,,,,,"   61",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-22","41.8069","-83.583","198.7","SAMARIA, MI US","   33",",,0,0800","    0","P,,0","    0","P,,0","  167",",,0","   61",",,0",,,,,,,"   67",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-23","41.8069","-83.583","198.7","SAMARIA, MI US","   25",",,0,0800","    0","P,,0","    0","P,,0","  111",",,0","   11",",,0",,,,,,,"   11",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-24","41.8069","-83.583","198.7","SAMARIA, MI US","    5",",,0,0800","    0","P,,0","    0","P,,0","   56",",,0","  -17",",,0",,,,,,,"  -17",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-25","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   89",",,0","  -22",",,0",,,,,,,"    0",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-26","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  100",",,0","  -39",",,0",,,,,,,"  -39",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-27","41.8069","-83.583","198.7","SAMARIA, MI US","   38",",,0,0800","    0","P,,0","    0","P,,0","  106",",,0","  -44",",,0",,,,,,,"   50",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-28","41.8069","-83.583","198.7","SAMARIA, MI US","  196",",,0,0800","    0","P,,0","    0","P,,0","   72",",,0","   17",",,0",,,,,,,"   28",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-29","41.8069","-83.583","198.7","SAMARIA, MI US","   20",",,0,0800","    0","P,,0","    0","P,,0","   89",",,0","  -11",",,0",,,,,,,"   22",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-30","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  117",",,0","  -28",",,0",,,,,,,"  -17",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-10-31","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  228",",,0","  -28",",,0",,,,,,,"  144",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-01","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","P,,0","    0","P,,0","  167",",,0","  -17",",,0",,,,,,,"  -11",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-02","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  100",",,0","  -33",",,0",,,,,,,"  -33",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-03","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","T,,0","    0","T,,0","   44",",,0","  -56",",,0",,,,,,,"  -28",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-04","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   50",",,0","  -83",",,0",,,,,,,"  -11",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-05","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   89",",,0","  -17",",,0",,,,,,,"   56",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-06","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  122",",,0","   39",",,0",,,,,,,"   56",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-07","41.8069","-83.583","198.7","SAMARIA, MI US","   28",",,0,0800","    0","P,,0","    0","P,,0","  172",",,0","   56",",,0",,,,,,,"   78",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-08","41.8069","-83.583","198.7","SAMARIA, MI US","  142",",,0,0800","    0","P,,0","    0","P,,0","  100",",,0","   67",",,0",,,,,,,"   89",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-09","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  122",",,0","   67",",,0",,,,,,,"   67",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-10","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  189",",,0","   17",",,0",,,,,,,"   28",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-11","41.8069","-83.583","198.7","SAMARIA, MI US","   64",",,0,0800","    0","P,,0","    0","P,,0","  100",",,0","   22",",,0",,,,,,,"   33",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-12","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   56",",,0","  -22",",,0",,,,,,,"    0",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-13","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   50",",,0","    6",",,0",,,,,,,"   17",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-14","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   44",",,0","  -28",",,0",,,,,,,"   17",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-15","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   72",",,0","   -6",",,0",,,,,,,"   33",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-16","41.8069","-83.583","198.7","SAMARIA, MI US","  292",",,0,0800","    0","P,,0","    0","P,,0","   89",",,0","   -6",",,0",,,,,,,"   22",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-17","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   61",",,0","    6",",,0",,,,,,,"    6",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-18","41.8069","-83.583","198.7","SAMARIA, MI US","    5",",,0,0800","    0","P,,0","    0","P,,0","   61",",,0","    6",",,0",,,,,,,"   22",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-19","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   44",",,0","  -39",",,0",,,,,,,"  -39",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-20","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   50",",,0","  -50",",,0",,,,,,,"  -33",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-21","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   72",",,0","  -56",",,0",,,,,,,"  -50",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-22","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   89",",,0","  -56",",,0",,,,,,,"   -6",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-23","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","P,,0","    0","P,,0","   56",",,0","  -50",",,0",,,,,,,"  -11",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-24","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   78",",,0","  -33",",,0",,,,,,,"   -6",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-25","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  167",",,0","   -6",",,0",,,,,,,"   61",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-26","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  183",",,0","   61",",,0",,,,,,,"   89",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-27","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  156",",,0","   78",",,0",,,,,,,"   83",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-28","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  172",",,0","   83",",,0",,,,,,,"  133",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-29","41.8069","-83.583","198.7","SAMARIA, MI US","   20",",,0,0800","    0","P,,0","    0","P,,0","  189",",,0","  128",",,0",,,,,,,"  161",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-11-30","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00207320","2006-12-01","41.8069","-83.583","198.7","SAMARIA, MI US","  508",",,0,0800","    0","P,,0","    0","P,,0","  172",",,0","  -11",",,0",,,,,,,"   11",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-02","41.8069","-83.583","198.7","SAMARIA, MI US","   15",",,0,0800","    0","P,,0","    0","P,,0","   61",",,0","  -28",",,0",,,,,,,"  -28",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-03","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   17",",,0","  -61",",,0",,,,,,,"  -56",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-04","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  -17",",,0","  -78",",,0",,,,,,," -122",",I,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-05","41.8069","-83.583","198.7","SAMARIA, MI US","   10",",,0,0800","   25",",,0",,,"  -33",",,0","  -94",",,0",,,,,,,"  -94",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-06","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"   22",",,0"," -122",",,0",,,,,,,"   11",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-07","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"   67",",,0","  -78",",,0",,,,,,,"  -78",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-08","41.8069","-83.583","198.7","SAMARIA, MI US","    8",",,0,0800","   25",",,0",,,"  -39",",,0","  -94",",,0",,,,,,,"  -94",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-09","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  -22",",,0"," -100",",,0",,,,,,,"  -56",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-10","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"   44",",,0","  -89",",,0",,,,,,,"   -6",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-11","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0",,,"  111",",,0","  -11",",,0",,,,,,,"   39",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-12","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  122",",,0","   33",",,0",,,,,,,"   44",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-13","41.8069","-83.583","198.7","SAMARIA, MI US","   64",",,0,0800","    0","P,,0","    0","P,,0","  111",",,0","   11",",,0",,,,,,,"   44",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-14","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   83",",,0","   33",",,0",,,,,,,"   39",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-15","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  128",",,0","  117",",I,0",,,,,,,"   44",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-16","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   89",",,0","  -11",",,0",,,,,,,"    6",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-17","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  139",",,0","    0",",,0",,,,,,,"  122",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-18","41.8069","-83.583","198.7","SAMARIA, MI US","    8",",,0,0800","    0","P,,0","    0","P,,0","  133",",,0","   33",",,0",,,,,,,"   33",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-19","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   72",",,0","  -44",",,0",,,,,,,"  -44",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-20","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   61",",,0","  -56",",,0",,,,,,,"  -44",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-21","41.8069","-83.583","198.7","SAMARIA, MI US","   10",",,0,0800","    0","P,,0","    0","P,,0","   72",",,0","  -50",",,0",,,,,,,"   28",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-22","41.8069","-83.583","198.7","SAMARIA, MI US","  168",",,0,0800","    0","P,,0","    0","P,,0","   78",",,0","   22",",,0",,,,,,,"   67",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-23","41.8069","-83.583","198.7","SAMARIA, MI US","   28",",,0,0800","    0","P,,0","    0","P,,0","  133",",,0","   44",",,0",,,,,,,"   44",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-24","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   67",",,0","   17",",,0",,,,,,,"   17",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-25","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   67",",,0","  -17",",,0",,,,,,,"    0",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-26","41.8069","-83.583","198.7","SAMARIA, MI US","  122",",,0,0800","    0","P,,0","    0","P,,0","   50",",,0","   -6",",,0",,,,,,,"   11",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-27","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","P,,0","    0","P,,0","   39",",,0","  -28",",,0",,,,,,,"   -6",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-28","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   44",",,0","  -11",",,0",,,,,,,"   17",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-29","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   72",",,0","  -22",",,0",,,,,,,"    6",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-30","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   72",",,0","   -6",",,0",,,,,,,"    0",",,0,0800",,,,,,,,,,,,
"USC00207320","2006-12-31","41.8069","-83.583","198.7","SAMARIA, MI US","    5",",,0,0800","    0","P,,0","    0","P,,0","  100",",,0","  117",",I,0",,,,,,,"   28",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-01","41.8069","-83.583","198.7","SAMARIA, MI US","  287",",,0,0800","    0","P,,0","    0","P,,0","  128",",,0","    0",",,0",,,,,,,"   50",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-02","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   61",",,0","  -39",",,0",,,,,,,"  -39",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-03","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   72",",,0","  -39",",,0",,,,,,,"    6",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-04","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   89",",,0","    0",",,0",,,,,,,"   39",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-05","41.8069","-83.583","198.7","SAMARIA, MI US","  216",",,0,0800","    0","P,,0","    0","P,,0","  106",",,0","   33",",,0",,,,,,,"   89",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-06","41.8069","-83.583","198.7","SAMARIA, MI US","  180",",,0,0800","    0","P,,0","    0","P,,0","  111",",,0","   67",",,0",,,,,,,"   67",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-07","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   78",",,0","  -44",",,0",,,,,,,"  -33",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-08","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","P,,0","    0","P,,0","   33",",,0","  -39",",,0",,,,,,,"    0",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-09","41.8069","-83.583","198.7","SAMARIA, MI US","   23",",,0,0800","    0","P,,0","    0","P,,0","   28",",,0","  -39",",,0",,,,,,,"  -39",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-10","41.8069","-83.583","198.7","SAMARIA, MI US","    8",",,0,0800","    0","P,,0","    0","P,,0","   11",",,0","  -72",",,0",,,,,,,"  -67",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-11","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","    6",",,0","  -72",",,0",,,,,,,"   -6",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-12","41.8069","-83.583","198.7","SAMARIA, MI US","   10",",,0,0800","    0","P,,0","    0","P,,0","   72",",,0"," -100",",,0",,,,,,,"   61",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-13","41.8069","-83.583","198.7","SAMARIA, MI US","  107",",,0,0800","    0","P,,0","    0","P,,0","  117",",,0","    0",",,0",,,,,,,"    0",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-14","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","   11",",,0","  -17",",,0",,,,,,,"   -6",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-15","41.8069","-83.583","198.7","SAMARIA, MI US","  244",",,0,0800","    0","P,,0","    0","P,,0","   22",",,0","  -11",",,0",,,,,,,"    0",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-16","41.8069","-83.583","198.7","SAMARIA, MI US","   10",",,0,0800","    0","P,,0","    0","P,,0","   17",",,0","  -67",",,0",,,,,,,"  -67",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-17","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","  -39",",,0"," -117",",,0",,,,,,,"  -94",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-18","41.8069","-83.583","198.7","SAMARIA, MI US","    0","P,,0,0800","    0","P,,0","    0","P,,0","    0",",,0"," -100",",,0",,,,,,,"  -33",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-19","41.8069","-83.583","198.7","SAMARIA, MI US","    5",",,0,0800","    0","P,,0","    0","P,,0","   22",",,0","  -44",",,0",,,,,,,"  -17",",,0,0800",,,,,,,,,,,,
"USC00207320","2007-01-20","41.8069","-83.583","198.7","SAMARIA, MI US","    0","T,,0,0800","    0","P,,0","    0","P,,0","    6",",,0","  -94",",,0",,,,,,,"  -72",",,0,0800",,,,,,,,,,,,
